test_name,mapped_to_group,tier,group_patients,group_measurements
TH-17 ENUMERATION (TEST:EL:5200013787),interleukin_17a,1,1,4
TH-17 ENUMERATION (TEST:MCSQ-TH17E),interleukin_17a,1,1,4
THROMBIN  1 UNIT/ML CHRONO-LUME (TEST:BH1-547),thrombin__1_unit/ml_chrono-lume_test_bh1-547,3,2,2
THROMBIN TIME (BOVINE) (TEST:EL:5290007136),coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_bovine_thrombin,1,30,73
THROMBIN TIME (BOVINE) (TEST:FC70.1100),coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_bovine_thrombin,1,30,73
THROMBIN TIME (TEST:BHTT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:DHSQE-TT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:EL:5200014188),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:MH134),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:MHSQ-TT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:MHTT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:NHSQE-TT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:NHTT1),coagulation_thrombin_induced,1,55,373
THROMBIN TIME (TEST:WH201.0700),coagulation_thrombin_induced,1,55,373
THROMBIN TIME BLOOD (TEST:EL:5290006798),coagulation_thrombin_induced,1,55,373
THROMBIN TIME BOVINE (TEST:MCSQ-TTSC),coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_bovine_thrombin,1,30,73
THROMBIN TIME BOVINE (TEST:NCSQE-TTSC),coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_bovine_thrombin,1,30,73
THROMBIN TIME MIX (TEST:WH201.0800),coagulation_thrombin_induced,1,55,373
THROMBIN TIME PAT (TEST:NCTTPT),coagulation_thrombin_induced,1,55,373
THROMBIN TIME PAT (TEST:NHTTPT),coagulation_thrombin_induced,1,55,373
"THROMBIN TIME, P (TEST:FCTTP1)",coagulation_thrombin_induced,1,55,373
"THROMBIN TIME, P (TEST:NCSQE-TTP1)",coagulation_thrombin_induced,1,55,373
"THROMBIN TIME, P (TEST:SCTTP1)",coagulation_thrombin_induced,1,55,373
THROMBOPHILIA INTERP (TEST:MCSQ-AATHR1),coagulation_specialist_review,1,1196,7775
THROMBOPHILIA INTERP (TEST:NCSQE-AATHR1),coagulation_specialist_review,1,1196,7775
THROMBOPHILIA INTERPRETATION BLOOD (TEST:EL:5230000359),coagulation_specialist_review,1,1196,7775
TMA FUNCTION PANEL (TEST:EL:52000158132),von_willebrand_factor_cleaving_protease_inhibitor,1,6,19
TMA FUNCTION PANEL (TEST:MCSQ-TMAFPL),von_willebrand_factor_cleaving_protease_inhibitor,1,6,19
TOT BILI (TEST:BC1-26),bilirubin,1,5833,539024
TOT PROT (TEST:BC1-38),protein,1,5835,548857
TOTAL ALKALINE PHOSPHATASE (TEST:WC603.0400),alkaline_phosphatase,1,5833,540601
"TOTAL ALP,NI (TEST:MCSQ-ALPTOT)",alkaline_phosphatase,1,5833,540601
TOTAL BILIRUBIN (ALTERNATE METHOD) (TEST:MCTBIL-A),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:BCTBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:DCSQE-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:DHSQE-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:FC10.0245),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:FCTBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MC.TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MC/BILIT),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCSQ-J92688),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCSQ-TB),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCSQ-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCSQ-TBILI1),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCSQ-TBILI7),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:MCTBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:NCSQE-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:NHSQE-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:SCTBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:VCSQE-TBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:WC326.2335),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:WC331.2200),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:WCJ92688),bilirubin,1,5833,539024
TOTAL BILIRUBIN (TEST:WCTBILI),bilirubin,1,5833,539024
TOTAL BILIRUBIN BLOOD (TEST:EL:5200013540),bilirubin,1,5833,539024
TOTAL BILIRUBIN BLOOD (TEST:EL:5200017225),bilirubin,1,5833,539024
TOTAL CO2 (TEST:BC1-11),carbon_dioxide,1,5636,1337444
TOTAL CO2 (TEST:EL:5200013650),carbon_dioxide,1,5636,1337444
TOTAL CO2 (TEST:FC500.1200),carbon_dioxide,1,5636,1337444
TOTAL CO2 (TEST:FC500.1250),carbon_dioxide,1,5636,1337444
TOTAL CO2-POC (TEST:MCSQ-TCO27),total_co2-poc_test_mcsq-tco27,3,29,187
TOTAL CO2-POC (TEST:NCSQE-TCO27),total_co2-poc_test_mcsq-tco27,3,29,187
TOTAL HDL PARTICLE CONCENTRATI (TEST:WC677.0778),cholesterol_in_hdl,1,3630,57143
TOTAL HDL PARTICLE CONCENTRATI (TEST:WC954.1050),total_hdl_particle_concentrati_test_wc954.1050,3,1,2
TOTAL LD ACTIVITY (TEST:EL:5200007999),lactate_dehydrogenase,1,2804,101127
TOTAL LDH (TEST:WC603.3801),lactate_dehydrogenase,1,2804,101127
TOTAL LDH ACTIVITY (TEST:WC603.3800),lactate_dehydrogenase,1,2804,101127
TOTAL LDL PARTICLE CONCENTRATI (TEST:WC677.0774),cholesterol_in_ldl,1,2117,57556
TOTAL LDL PARTICLE CONCENTRATI (TEST:WC954.1035),lipoprotein_beta,1,1,2
TOTAL PROT S AG (TEST:NHPRST),protein_s_ag_actual/normal,1,11,21
TOTAL PROTEIN (TEST:BCMPSU1),protein,1,5835,548857
TOTAL PROTEIN (TEST:BCTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:BITP),protein,1,5835,548857
TOTAL PROTEIN (TEST:DCSQE-MPSS1),protein,1,5835,548857
TOTAL PROTEIN (TEST:DCSQE-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:DHSQE-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:EL:5200013999),protein,1,5835,548857
TOTAL PROTEIN (TEST:FC10.0225),protein,1,5835,548857
TOTAL PROTEIN (TEST:FC500.2550),protein,1,5835,548857
TOTAL PROTEIN (TEST:FC500.2600),protein,1,5835,548857
TOTAL PROTEIN (TEST:FCTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:FITP),protein,1,5835,548857
TOTAL PROTEIN (TEST:MC.TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:MCSQ-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:MCSQ-TP1),protein,1,5835,548857
TOTAL PROTEIN (TEST:MCSQ-TPA),protein,1,5835,548857
TOTAL PROTEIN (TEST:MCTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:NCSQE-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:NCTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:NCTP1),protein,1,5835,548857
TOTAL PROTEIN (TEST:NHSQE-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:NHTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:SC400.2700),protein,1,5835,548857
TOTAL PROTEIN (TEST:SCTP),protein,1,5835,548857
TOTAL PROTEIN (TEST:VCSQE-TP),protein,1,5835,548857
TOTAL PROTEIN (TEST:WC326.2205),protein,1,5835,548857
TOTAL PROTEIN (TEST:WCMPSS1),protein,1,5835,548857
TOTAL PROTEIN (TEST:WCTP),protein,1,5835,548857
TOTAL PROTEIN BLOOD (TEST:EL:5200009291),protein,1,5835,548857
TOTAL PROTEIN BLOOD (TEST:EL:5200013990),protein,1,5835,548857
"TOTAL PROTEIN, SERUM (TEST:WC331.1100)",protein,1,5835,548857
TOTAL PROTEIN-EP (TEST:EL:5290006025),protein,1,5835,548857
TP (TEST:MCPOL114),protein,1,5835,548857
TP (TEST:MCSQ-TP4),protein,1,5835,548857
TRANSAMINASE-SGOT (TEST:MC.SGOT),aspartate_aminotransferase,1,5835,545123
TRANSAMINASE-SGOT (TEST:MCSGOT),aspartate_aminotransferase,1,5835,545123
TRANSAMINASE-SGOT (TEST:MCSQ-SGOT),aspartate_aminotransferase,1,5835,545123
TRANSAMINASE-SGOT (TEST:MCSQ-SGOT1),aspartate_aminotransferase,1,5835,545123
TRANSAMINASE-SGOT (TEST:NCSQE-SGOT),aspartate_aminotransferase,1,5835,545123
TRANSAMINASE-SGPT (TEST:MCSGPT),alanine_aminotransferase,1,5836,542827
TRANSAMINASE-SGPT (TEST:MCSQ-SGPT),alanine_aminotransferase,1,5836,542827
TRANSAMINASE-SGPT (TEST:MCSQ-SGPT1),alanine_aminotransferase,1,5836,542827
TRANSAMINASE-SGPT (TEST:NCSQE-SGPT),alanine_aminotransferase,1,5836,542827
TRIG (TEST:MCPOL123),triglyceride,1,4195,91188
TRIG (TEST:MCSQ-TRIG4),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:FC10.0310),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:FC500.6900),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:FC500.6950),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:NCTRIG),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:WC326.2390),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:WC326.2395),triglyceride,1,4195,91188
TRIGLYCERIDE (TEST:WC331.2900),triglyceride,1,4195,91188
TRIGLYCERIDE SCREENING (TEST:FC10.1693),triglyceride,1,4195,91188
TRIGLYCERIDE SCREENING (TEST:FC500.7000),triglyceride,1,4195,91188
TRIGLYCERIDE SCREENING (TEST:FC500.7050),triglyceride,1,4195,91188
"TRIGLYCERIDE,PROPFOL (TEST:WCTPROP)",triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:BC1-54),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:BCTRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:DCSQE-TRG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:DCSQE-TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:DHSQE-TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:EL:5200014087),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:FCTRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:MC.TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:MCSQ-TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:MCSQ-TRIG1),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:MCTRI),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:NCSQE-TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:SC400.2500),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:SCTRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:VCSQE-TRIG),triglyceride,1,4195,91188
TRIGLYCERIDES (TEST:WCTRIG),triglyceride,1,4195,91188
"TRIGLYCERIDES, CDC, P (TEST:WC954.1070)",triglyceride,1,4195,91188
"TRIGLYCERIDES,LL (TEST:MCTRIGLY)",triglyceride,1,4195,91188
"TRIGLYCERIDES,S (TEST:EL:5290007354)",triglyceride,1,4195,91188
TROPONIN I (NSMC) (TEST:SC400.4555),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:BCATNI1),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:BCTPNI),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:DCSQE-TPNI),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:EL:52000158165),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:EL:5290005262),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:FC10.0284),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:MCSQ-TPNI),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:NCTROPI),troponin_i_cardiac,1,473,6772
TROPONIN I (TEST:NHTROPI),troponin_i_cardiac,1,473,6772
"TROPONIN I, PLASMA (TEST:WC602.20101)",troponin_i_cardiac,1,473,6772
TROPONIN POC (TEST:NCTROPOC),troponin_i_cardiac,1,473,6772
TROPONIN T (MGH) (TEST:SC400.4550),troponin_t_cardiac,1,4850,95473
TROPONIN T (TEST:BC1-813),troponin_t_cardiac,1,4850,95473
TROPONIN T (TEST:FC500.5100),troponin_t_cardiac,1,4850,95473
TROPONIN T (TEST:FC500.5150),troponin_t_cardiac,1,4850,95473
TROPONIN T (TEST:NCTROPT),troponin_t_cardiac,1,4850,95473
TROPONIN T (TEST:WC326.0279),troponin_t_cardiac,1,4850,95473
TROPONIN-I (TEST:BCTNI),troponin_i_cardiac,1,473,6772
TROPONIN-I (TEST:DCSQE-TNI),troponin_i_cardiac,1,473,6772
TROPONIN-I (TEST:MCSQ-TNI6),troponin_i_cardiac,1,473,6772
TROPONIN-I (TEST:MCTROPON),troponin_i_cardiac,1,473,6772
TROPONIN-I (TEST:SCTRPNI1),troponin_i_cardiac,1,473,6772
TROPONIN-I BLOOD (TEST:EL:5200013933),troponin_i_cardiac,1,473,6772
TROPONIN-I BLOOD (TEST:EL:5200018209),troponin_i_cardiac,1,473,6772
"TROPONIN-I,B&W (TEST:MCTROP-I)",troponin_i_cardiac,1,473,6772
TROPONIN-T (TEST:BCTNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:DCSQE-TNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:FCTNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:MCSQ-TNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:NCSQE-TNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:SCTNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:VCSQE-TNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T (TEST:WCTNT),troponin_t_cardiac,1,4850,95473
TROPONIN-T BLOOD (TEST:EL:5200013936),troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HIGH SENSITIVITY (GEN 5) BLOOD (TEST:EL:5290003044)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:BCTNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:DCSQE-TNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:EL:5290008241)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:FCTNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:MCSQ-TNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:NCSQE-TNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:SCTNTHS)",troponin_t_cardiac,1,4850,95473
"TROPONIN-T, HS GEN5 (TEST:WCTNTHS)",troponin_t_cardiac,1,4850,95473
TT (TEST:BH1-51),coagulation_thrombin_induced,1,55,373
TU FMET COMMENT (TEST:EL:5200014487),hemoglobin_pattern,1,57,373
UA-GLUCOSE (TEST:BHUGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:DHSQE-UGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:FHUGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MH'UGLU),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MH.UGLU),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MH;UGLU),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHGLUC),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLU1),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLU2),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLU3),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLU5),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLU6),glucose,1,5640,1901173
UA-GLUCOSE (TEST:MHSQ-UGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:NHSQE-UGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:SHUGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:VHSQE-UGLUCO),glucose,1,5640,1901173
UA-GLUCOSE (TEST:WHUGLUCO),glucose,1,5640,1901173
UA-P/C - GLUCOSE (TEST:MH240GLUCO),glucose,1,5640,1901173
ULTRA LOW DENSITY LIPOPROTEIN (TEST:MCSQ-ULDL),cholesterol_in_ldl,1,2117,57556
ULTRA LOW DENSITY LIPOPROTEIN (TEST:MCULDL),cholesterol_in_ldl,1,2117,57556
UNSPECIFIED PCO2 (TEST:MC/BCO2),carbon_dioxide,1,5636,1337444
UNSPECIFIED PCO2 (TEST:MCPCO2C),carbon_dioxide,1,5636,1337444
UNSPECIFIED PCO2 (TEST:MCSQ-PCO2C),carbon_dioxide,1,5636,1337444
UNSPECIFIED PO2 (TEST:MC/BPO2),oxygen,1,1250,189167
UNSPECIFIED PO2 (TEST:MCPO2C),oxygen,1,1250,189167
UNSPECIFIED PO2 (TEST:MCSQ-PO2C),oxygen,1,1250,189167
UOB GLUCOSE (TEST:BHUOBGLU),glucose,1,5640,1901173
UR GLUCOSE (TEST:MCSQ-GLUC),glucose,1,5640,1901173
UREA N (TEST:BC1-6),urea_nitrogen,1,5638,975657
UREA NITROGEN (BUN) (TEST:WC326.2165),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:BCPBUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:DCSQE-BUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:FC500.1400),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:FC500.1450),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:FC500.1500),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:FCBUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:MC.BUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:MCBUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:MCSQ-BUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:MCSQ-BUN1),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:NCSQE-BUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:SCBUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:WCBUN),urea_nitrogen,1,5638,975657
UREA NITROGEN (TEST:WCPBUN),urea_nitrogen,1,5638,975657
URINE GLUCOSE (TEST:FH30.2025),glucose,1,5640,1901173
UVHCO3 (TEST:BC1-730),bicarbonate,1,1829,123009
UVPCO2 (TEST:BC1-728),carbon_dioxide,1,5636,1337444
UVTCO2 (TEST:BC1-731),carbon_dioxide,1,5636,1337444
V (LIVER) (TEST:WC603.4300),lactate_dehydrogenase_5/lactate_dehydrogenase_total,1,8,25
V LEV (TEST:BH1-67),coagulation_factor_v_activity_actual/normal,1,51,204
"V, LIVER (TEST:BCLDI8)",lactate_dehydrogenase_5/lactate_dehydrogenase_total,1,8,25
"V, LIVER BLOOD (TEST:EL:5200008003)",lactate_dehydrogenase_5/lactate_dehydrogenase_total,1,8,25
VAP RESULT (TEST:WC953.1212),cholesterol_in_ldl,1,2117,57556
VBASE X (TEST:BC1-339),base_excess,1,2995,258069
VBASEX (TEST:BC1-339),base_excess,1,2995,258069
VEN FIO2 (TEST:MCFIO2V),fio2,3,1724,231333
VEN FIO2 (TEST:MCSQ-FIO2V),fio2,3,1724,231333
VEN FIO2 (TEST:NCSQE-FIO2V),fio2,3,1724,231333
VEN FIO2 (TEST:SCFIO2V),fio2,3,1724,231333
VENOUS BICARBONATE (TEST:EL:5200015257),bicarbonate,1,1829,123009
VENOUS BICARBONATE (TEST:FCVHCO3F),bicarbonate,1,1829,123009
VENOUS BUN (TEST:BCBUNV),urea_nitrogen,1,5638,975657
VENOUS BUN (TEST:MCSQ-BUNV),urea_nitrogen,1,5638,975657
VENOUS OXYGEN SAT (TEST:FCVO2SAT),venous_oxygen_sat_test_fcvo2sat,3,141,693
VENOUS OXYGEN SAT (TEST:WCVO2SAT),venous_oxygen_sat_test_fcvo2sat,3,141,693
VENOUS PCO2 (TEST:FC90.0120),carbon_dioxide,1,5636,1337444
VENOUS PCO2 (TEST:FCVPCO2C),carbon_dioxide,1,5636,1337444
VENOUS PCO2 (TEST:MC/VCO2),carbon_dioxide,1,5636,1337444
VENOUS PCO2 (TEST:MCSQ-VPCO2C),carbon_dioxide,1,5636,1337444
VENOUS PCO2 (TEST:SCVPCO2C),carbon_dioxide,1,5636,1337444
VENOUS PH (TEST:FC90.0110),ph,1,1807,153808
VENOUS PH (TEST:FCVPHC),ph,1,1807,153808
VENOUS PH (TEST:MC/VPH),ph,1,1807,153808
VENOUS PH (TEST:MCSQ-VPHC),ph,1,1807,153808
VENOUS PH (TEST:NCPHV),ph,1,1807,153808
VENOUS PH (TEST:SCVPHC),ph,1,1807,153808
VENOUS TEMP OUT (TEST:MCSQ-TEMPV),venous_temp_out_test_mcsq-tempv,3,277,917
VENOUS TEMP OUT (TEST:MCTEMPV),venous_temp_out_test_mcsq-tempv,3,277,917
VENT TIDAL VOLUME (TEST:EL:5200015613),vent_tidal_volume_test_fcavtv,3,22,259
VENT TIDAL VOLUME (TEST:FC90.0060),vent_tidal_volume_test_fcavtv,3,22,259
VENT TIDAL VOLUME (TEST:FC90.0190),vent_tidal_volume_test_fcavtv,3,22,259
VENT TIDAL VOLUME (TEST:FCAVTV),vent_tidal_volume_test_fcavtv,3,22,259
VENT TIDAL VOLUME (TEST:FCVVTV),vent_tidal_volume_test_fcavtv,3,22,259
VENT TIDAL VOLUME BLOOD (TEST:EL:5200001775),vent_tidal_volume_test_fcavtv,3,22,259
VERY LOW DENSITY LIPOPROTEIN (TEST:DCSQE-VLDL),cholesterol_in_vldl,1,1574,17094
"VERY LOW DENSITY LIPOPROTEIN,LL (TEST:BCVLDL)",cholesterol_in_vldl,1,1574,17094
"VERY LOW DENSITY LIPOPROTEIN,LL (TEST:WCVLDL)",cholesterol_in_vldl,1,1574,17094
VHCT (TEST:BC1-341),erythrocyte/arterial_blood,1,1258,92055
VHCT (TEST:BCHCTV),erythrocyte/venous_blood,1,1436,26967
VHGB (TEST:BC1-340),hemoglobin,1,5920,1122284
VHGB (TEST:BCBGHGBV),hemoglobin,1,5920,1122284
VHGB (TEST:NCSQE-BGHGBV),hemoglobin,1,5920,1122284
VII LEV (TEST:BH1-68),coagulation_factor_vii_activity,1,4,20
VIII LEV (TEST:BH1-70),coagulation_factor_viii_activity_actual/normal,1,281,1296
VIII:C (TEST:BH1-75),coagulation_factor_viii_activity_actual/normal,1,281,1296
VLDL (DIRECT) (TEST:NCSQE-VLDLD),vldl_test_el_5200015351,3,118,218
VLDL (TEST:BC1-136),cholesterol_in_vldl,1,1574,17094
VLDL (TEST:EL:5200015351),vldl_test_el_5200015351,3,118,218
VLDL BLOOD (TEST:EL:5200015348),cholesterol_in_vldl,1,1574,17094
"VLDL, CALCULATED (TEST:BCLPEP5)",cholesterol_in_vldl,1,1574,17094
"VLDL, DIRECT (TEST:BCVLDLD)","vldl,_direct_test_bcvldld",3,88,153
VLDLD (TEST:BC1-2463),vldld_test_bc1-2463,3,10,14
VON WILLEBRAND ACT (TEST:MCSQ-VWFX1),von_willebrand_factor_activity_actual/normal,1,14,70
VON WILLEBRAND ACT (TEST:NCSQE-VWFX1),von_willebrand_act_test_ncsqe-vwfx1,3,1,2
VON WILLEBRAND ACT BLOOD (TEST:EL:5200015631),von_willebrand_factor_activity_actual/normal,1,14,70
VON WILLEBRAND AG (TEST:MCSQ-VWAG1),von_willebrand_factor_ag_actual/normal,1,30,78
VON WILLEBRAND AG (TEST:NCSQE-VWAG1),von_willebrand_factor_ag_actual/normal,1,30,78
VON WILLEBRAND AG BLOOD (TEST:EL:5200015617),von_willebrand_factor_ag_actual/normal,1,30,78
VON WILLEBRAND DISEASE TECH INTERP (TEST:EL:5230000796),von_willebrand_evaluation,1,10,26
VON WILLEBRAND FAC. (TEST:DHSQE-VWF),von_willebrand_factor_ag_actual/normal,1,30,78
VON WILLEBRAND FACTOR MULTIMER BLOOD (TEST:EL:5230000288),von_willebrand_factor_multimers,1,10,31
VON WILLEBRAND INTERPRETATION (TEST:NHVWINT),von_willebrand_factor_multimers,1,10,31
VPCO2 (TEST:BC1-337),carbon_dioxide,1,5636,1337444
VPCO2 (TEST:BCPCO2V),carbon_dioxide,1,5636,1337444
VPCO2 (TEST:NCSQE-PCO2V),carbon_dioxide,1,5636,1337444
VPCO2 BLOOD (TEST:EL:5200010464),carbon_dioxide,1,5636,1337444
VPH (TEST:BC1-336),ph,1,1807,153808
VPH (TEST:BCPHV),ph,1,1807,153808
VPH (TEST:NCSQE-PHV),ph,1,1807,153808
VPH BLOOD (TEST:EL:5200010687),ph,1,1807,153808
VSO2 (TEST:BC1-335),oxygen_saturation_venous,3,2572,47106
VSO2 (TEST:BCSO2V),oxygen_saturation_venous,3,2572,47106
VSO2 (TEST:MCSQ-SO2V),oxygen_saturation_venous,3,2572,47106
VSO2 (TEST:NCSQE-SO2V),oxygen_saturation_venous,3,2572,47106
VTCO2 (TEST:BC1-338),carbon_dioxide,1,5636,1337444
VTCO2 (TEST:BCTCO2V),carbon_dioxide,1,5636,1337444
VTCO2 BLOOD (TEST:EL:5200013653),carbon_dioxide,1,5636,1337444
VW FACTOR (TEST:EL:5200015621),von_willebrand_factor_ag,1,65,267
VW FACTOR (TEST:NHVWFAG),von_willebrand_factor_ag_actual/normal,1,30,78
VW RISTOCETIN (TEST:NHVWRIS),von_willebrand_factor_ristocetin_cofactor_activity_actual/normal,1,53,252
VWD TECH INTERP (TEST:MCSQ-AVWPR1),von_willebrand_evaluation,1,10,26
VWD TECH INTERP (TEST:NCSQE-AVWPR1),von_willebrand_evaluation,1,10,26
VWD TYPE 2N BINDING (TEST:EL:5200015620),von_willebrand_factor_collagen_binding_activity_actual/normal,1,1,1
VWF (FVIIIR:AG) (TEST:BHVWF),von_willebrand_factor_ag,1,65,267
VWF (FVIIIR:AG) (TEST:DHSQE-VWF),von_willebrand_factor_ag,1,65,267
VWF (FVIIIR:AG) (TEST:FHVWF),von_willebrand_factor_ag,1,65,267
VWF (FVIIIR:AG) (TEST:MHSQ-VWF),von_willebrand_factor_ag,1,65,267
VWF (FVIIIR:AG) (TEST:WHVWF),von_willebrand_factor_ag,1,65,267
VWF ACTIVITY (TEST:BHVWFACT),von_willebrand_factor_activity_actual/normal,1,14,70
VWF ACTIVITY (TEST:DHSQE-VWFACT),von_willebrand_factor_activity_actual/normal,1,14,70
VWF ACTIVITY (TEST:EL:5200015624),von_willebrand_factor_activity_actual/normal,1,14,70
